bangla_speech ,banglish_speech ,mymensingh_bangla_speech ,mymensingh_banglish_speech ,region_name ,english_speech
সবার সাথে কুশল বিনিময় হলো,sobar sathe kushol binimoy holo,বেহের লগে কুশল বিনিময় হইল,beher loge kushol binimoy hoilo,Mymensingh,We exchanged pleasantries with everyone
টেবিলে নাশতা দেওয়া ছিল,table e nashta deoya chilo,টেবিলে নাশতা দেওয়া আসিল,teble e nashta dewya asilo,Mymensingh,Breakfast was served on the table
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,hat-mukh dhuye se nashta korte boslo,হাত-মুখ ধুয়া হেয় নাশতা করতে বইল,hat-mukh dhuya hey nashta korte boilo,Mymensingh,He washed his hands and face and sat down to eat breakfast
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,sedin chilo bangladesh doler cricket khela,হেইদিন আসিল বাংলাদেশ দলের ক্রিকেট খেলা,heidin asilo bangladesh doler cricket khela,Mymensingh,That day was the cricket game of Bangladesh team
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,khaoya shesh korei televisioner samne giye boslo,খাওয়ন শেষ কইরাই টেলিভিশনের সামনে গিয়া বইল,khawyon shesh koirai telivision er samne giya boilo,Mymensingh,"After eating, he sat in front of the television"
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,sob miliye tar khub anondo hocchilo,সব মিলায়া হের খুব আনন্দ হইতাসিল,sob milaya her khub anondo hoitasilo.,Mymensingh,All in all he was very happy
মেয়ে কী কাণ্ড করেছে জানো?,meye ki kando koreche jano?,মাইয়া কী কাণ্ড করসে জানো?,maiya ki kando korse jano?,Mymensingh,Do you know what the girl did?
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,sonar curita venge dutukro koreche,সোনার চুড়িটা ভাইংগা দুই-টুকরা করসে,sonar curita vaingga dui-tukra korse,Mymensingh,The gold bangle broke into two pieces
ইচ্ছা করে ভেঙেছি নাকি?,iccha kore vengechi naki?,ইচ্ছা কইরা ভাংসি নাকি?,iccha koira vangsi naki?,Mymensingh,Have you broken it on purpose?
পা পিছলে পড়ে গেলাম তো কী করব?,pa pichle pore gelam to ki korbo?,পা পিসলায়া পইরা গেলাম তো কিতা করবাম?,pa pislaya poira gelam to kita korbam?,Mymensingh,What should I do if I slip?
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,amar je betha laglo seta bujhi kichu noy,আমার যে ব্যথা লাগল হেইটা বুঝি কিসু না,amar je betha lagol heita bujhi kisu na,Mymensingh,The pain I felt was nothing
মেয়েকে পরতে দিয়েছিলেন,meyeke porte diyechilen,মাইয়ারে পরতে দিসিলেন,maiyare porte disilen,Mymensingh,He let his daughter wear it
আমার নানা সুস্থ,amar nana sustho,আমার নানা সুস্থ,amar nana sustho,Mymensingh,My grandmother is healthy
রোগীকে হাসপাতালে ভর্তি হতে হবে ,rogike hospital e vorti hote hobe,রোগীরে হাসপাতালে ভর্তি হইতে হইব ,rogire hospital e vorti hoite hoibo ,Mymensingh,The patient must be admitted to the hospital
এত বড়ো হাসপাতাল আমি আগে দেখিনি,et boro hospital ami age dekhini,এত বড়ো হাসপাতাল আমি আগে দেহি নাই,eto boro hospital ami age dehi nai,Mymensingh,I have never seen such a big hospital before
আমাকে দেখে খুব খুশি হলো,amake dekhe khub khushi holo,আমারে দেইক্ষা মেলা খুশি হইলো,amare deikkha mela khushi hoilo,Mymensingh,Very happy to see me
আমি অন্যের সাথে কথা বলি ,ami onner sathe kotha boli,আমি অন্যের লগে কথা কই,ami onner loge kotha koi,Mymensingh,I talk to others
তিনি বিদেশ থেকে এসেছেন,tini bidesh theke esechen,হেয় বিদেশ থাইক্কা আইসেন,hey bidesh thaikka aisen,Mymensingh,He came from abroad
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,tini kon bishoy niye kotha bolchilen?,হেয় কোন বিষয় নিয়া কথা কইতাসিলেন?,hey kon bishoy niya kotha koitasilen?,Mymensingh,What was he talking about?
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,cholo oitihasik jaygay ghurte jabo,চল ঐতিহাসিক জায়গাইয় ঘুরতে যায়াম,col oitihasik jaygaiy ghurte jayam,Mymensingh,Let's visit the historical places
ঠিক করা হলো সবাই মিলে যাব,thik kora holo sobai mile jabo,ঠিক করা হইলো বেহেই মিল্লা যায়াম,thik kora hoilo behei milla jayam,Mymensingh,It is decided that we will all get together
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,amader jaoyar kotha shune sheo jaite chailo,আমরার যাওনের কথা হুইন্না হেও যাইতে চাইল ,amrar jawner kotha huinna heo jaite chailo,Mymensingh,"Hearing about our departure, he also wanted to go"
সব মানুষের ভাষা এক রকমের নয়,sob manusher vasha ek rokmer noy,বেগ মানুষের ভাষা এক রহমের না,beg manusher vasha ek rohomer na,Mymensingh,All human languages are not the same
সে মাঠে আসেনি ,she mathe asheni,হেয় মাঠে আয় নাই ,hey mathe ay nai ,Mymensingh,He did not come to the field
জরুরি সভা হবে,joruri sova hobe,জরুরি সভা হইব,joruri sova hoibo,Mymensingh,There will be an emergency meeting
হাসপাতালে আমি আগে যাইনি,hospitale ami age jaini,হাসপাতালে আমি আগে যাই নাই,hospital e ami age jai nai,Mymensingh,I have not been to the hospital before
আমি অন্যের সাথে কথা বলি না,ami onner sathe kotha boli na,আমি অন্যের সাথে কথা কই না,ami onner sathe kotha koi na,Mymensingh,I don't talk to others
তিনি কি বিদেশ থেকে এসেছেন,tini ki bidesh theke esechen,হেয় কিতা বিদেশ থাইক্কা আইসেন,hey kita bidesh thaikka aisen,Mymensingh,Is he from abroad?
সবার ভাষা এক রকমের নয়,sobar vasha ek rokomer noy,বেহের ভাষা এক রহমের না,beher vasha ek rohomer na,Mymensingh,Everyone's language is not the same
তার কাছে অনেক টাকা আছে,tar kache onek taka ache,হের কাসে মেলা টেহা আসে,her kase mela teha ase.,Mymensingh,He has a lot of money
কয়েক দিন অপেক্ষা করো ,koyek din opekkha koro,কয়েক দিন অপেক্ষা কর ,koyek din opekkha kor,Mymensingh,Wait a few days
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,amar basar kache rastar pashe ekti fuler dokan,আমার বাসার কাসে রাস্তার পাশে একটা ফুলের দোহান,amar basar kase rastar pashe ekta ful er dohan,Mymensingh,There is a flower shop on the side of the road near my house
তার কাছে অনেক দেশের টাকা আছে,tar kache onek desher taka ache,হের কাসে মেলা দেশের টেহা আসে,her kase mela desher teha ase,Mymensingh,He has the money of many countries
