bangla_speech ,banglish_speech ,barishal_bangla_speech ,barishal_banglish_speech ,region_name ,english_speech
আপনাকে যদি জিভে পানি এনে দেবে এমন একটি ফলের নাম বলতে বলা হয় তাহলে আপনার মনে তেঁতুলের নাম আসবেই,apnake jodi jive pani ene debe emon ekti foler nam bolte bola hoy tahole apnar mone tetuler nam ashbei,আমনেরে যদি জিবরায় পানি আইন্যা দেবে এরহম এউক্কা ফলের নাম কইতে কওয়া হয় হ্যালে আমনের মনে ট্যাঙ্গার নাম আইবেই,amnere jodi jibray pani ainna debe erohom eukka foler nam koite kowya hoy hele amner mone tanggar nam aibei,Barishal ,"If you are asked to name a fruit that makes your tongue water, tamarind will come to mind"
ছোটবেলায় বাবা মা তেতুল খেতে নিষেধ করে নাই এমন কাওকে মনে হয় না খুঁজে পাওয়া যাবে,chotobelay baba ma tetul khete nishedh kore nai emon kaoke mone hoy na khuje paoya jabe,ল্যাদাকালে বাপ মায় ট্যাঙ্গা খাইতে মানা করে নাই এরহম কাউরে মনে হয়না খুঁইজ্জা পাওয়া যাইবে,ledakale bap may tangga khaite mana kore nai erohom kaure mone hoy na khuijja pawyon jaibe,Barishal ,It is hard to find anyone whose parents did not forbid them to eat turmeric in their childhood
তেতুল খেলে বুদ্ধি কমে যায়,tetul khele buddhi kome jay,ট্যাঙ্গা খাইলে বুদ্ধি কইম্মা যায়,tangga khaile buddhi koimma jay,Barishal ,Consuming bitter gourd reduces intelligence
তেতুল নিয়ে শুধুমাত্র আমাদের দেশে নয় সারা উপমহাদেশেই প্রচুর ভুল ধারনা আছে,tetul niye shudhumatro amader deshe noy sara upomohadeshei prochur vul dharona ache,ট্যাঙ্গা লইয়া খালি মোগো দেশে না হারা উপমহাদেশেই বেমালা ভুল ধারণা আছে,tangga loigga khali mogo deshe na hara upomhadeshei bemala vul dharona ache,Barishal ,There are a lot of misconceptions about Tetul not only in our country but in the entire subcontinent
এটা আমাদের বাড়ির উঠান,eta amader barir uthan,এইডা মোর বাড়ির উডান,eida mor barir udan,Barishal ,This is our backyard
ছোটো বাচ্চারা গ্রামের বাড়ীর উঠানে খেলছে,choto bacchara gramer barir uthane khelche,ছোডো গেদুরা গেরামের বাড়ির উডানে খেলতেয়াছে,chodo gedura geramer barir udane khelteyache,Barishal ,Little children are playing in the yard of the village house
এই শিশুটি অনেক অসুস্থ,ei shishuti onek osustho,এই গেদুডা বেমালা অসুস্থ,ei geduda bemala osustho,Barishal ,This child is very sick
প্রায় দেড় মাস হয়ে গেলেও শিশুটির কোনো অভিভাবকের সন্ধান পাওয়া যায়নি,pray der mash hoye geleo shishutir kono ovivaboker sondhan paoya jayni,পেরায় দ্যাড় মাস হইয়া গেলেও গেদুডার কোনো অভিভাবক এর খোঁজ পাওয়া যায় নাই,peray der mas hoiya geleo gedudar kono ovivabok er khoj paoya jay nai,Barishal ,"Even after almost a month and a half, no guardian of the child has been found"
হাসপাতালে কাঁদছে আহত শিশুটি,hospital e kadche ahoto shishuti,হাসপাতালে কানছে আহত গেদুডা,hospital e kanche ahot geduda,Barishal ,The injured child is crying in the hospital
বৃষ্টির দিনে কি বারান্দার গাছে পানি দেওয়ার প্রয়োজন আছে?,brishtir dine ki barandar gache pani deoyar proyojon ache?,বৃষ্টির দিনে কি বারান্দার গাছে পানি দেওয়ার দরকার আছে?,brishtir dine ki barandar gache pani deoyar dorkar ache?,Barishal ,Is it necessary to water balcony plants on rainy days?
বৃষ্টি হলেও কি গাছে পানি দিতে হবে?,brishti holeo ki gache pani dite hobe?,বইশ্যাহইলেও কি গাছে পানি দেতে হইবে?,boishahileo ki gache pani dete hibe?,Barishal ,"Even if it rains, do you have to water the trees?"
অতিরিক্ত পানি পেয়ে গাছগুলো মরে যাবে না তো?,otirikto pani peye gachgulo more jabe na to?,বেমালা পানি পাইয়া গাছগুলা মইরা যাইবে না তো?,bemala pani paiya gachgula moira jaibe na to?,Barishal ,The plants will not die after receiving excess water?
"যেদিন বৃষ্টি হয়েছে, সেদিন বারান্দার গাছে পানি দেওয়ার প্রয়োজন নেই","jedin brishti hoyeche, sedin barandar gache pani deoyar proyojon nei","যেদিন বইশ্যা হইছে, হেইদিন বারান্দার গাছে পানি দেওয়ার দরকার নাই","jedin boissha hoiche, heidin barandar gache pani deoyar dorkar nai",Barishal ,"On the day it rains, there is no need to water the balcony plants"
শশা এক প্রকারের ফল,shosha ek prokarer fol,হোয়া এক রহমের ফল,hoya ek rohomer fol,Barishal ,Cucumber is a type of fruit
গরমের সময় শশা বেশি পাওয়া যায়,gormer somoy shosha beshi paoya jay,গরমের সময়ে হোয়া বেমালা পাওয়া যায়,gormer somoye hoya bemala pawya jay,Barishal ,Cucumber is more available during summer
"টমেটোর বাজারে যে আগুন, সাধারণ মানুষের কাছে তা এখন আর নতুন কোনো খবর নয়","tomator bajare je agun, sadharon manusher kache ta ekhon ar notun kono khobor noy","টমাটুর বাজারে যেই আগুন, সাধারণ মানের ধারে হেইয়া এহন আর নতুন কোনো খবর না","tomatur bajare jei agun, sadharon maner dhare heiyya ehon ar notun kono khobor na",Barishal ,The fire in the tomato market is not a new news to the common man
এই বাজারেই টমেটো বিক্রি করে কোটিপতি হয়ে গেলেন এক কৃষক,ei bajarei tomato bikri kore kotipoti hoye gelen ek krishok,এই বাজারেই টমাটু বেইচ্চা কোটিপতি হইয়া গ্যাছে এউক্কা চাসা,ei bajarei tomatu beiccha kotipoti  hoiya geche eukka chasha,Barishal ,A farmer became a millionaire by selling tomatoes in this market
সরিষার তেল দিয়ে মাছ ভাজা খাবো,sorishar tel diye mach vaja khabo,কউররার ত্যাল দিয়া মাছ ভাইজ্জা খামু,kurrar tel diya mach vaijja khamu,Barishal ,Eat fish fried with mustard oil
"সরিষার তেল রান্নার জন্যে, এবং গায়ে মালিশ করার কাজে ব্যবহার হয়","sorishar tel rannar jonne, ebong gaye malish korar kaje bebohar hoy",কউররার ত্যাল রান্দার লইজ্ঞা আর শরীলে মালিশ করার লইজ্ঞা দরকার হয়,kurrar tel randar loigga ar shorile malish korar loigga dorkar hoy,Barishal ,"Mustard oil is used for cooking, and for body massage"
সরিষার তেল অকালে চুল সাদা হওয়া রোধ করে ও চুল পড়া কমায়,sorishar tel okale chul sada howa rodh kore o chul pora komay,কউররার ত্যাল অকালে চুল পাহা থামায় আর চুল পড়া কমায়,kurrar tel okale chul paha thamay ar chul pora komay,Barishal ,Mustard oil prevents premature graying of hair and reduces hair fall
কেরোসিন তেলের দিন দিন দাম বাড়ছে,kerosene teler din din dam barche,কেরেস্তাল ত্যালের দিন দিন দাম বাড়তেয়াছে,kerestal teler din din dam barteyache,Barishal ,The price of kerosene oil is increasing day by day
